2.708050201,COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N
2.708050201,CC(Sc1ccc(Cl)cc1)C(=O)Nc2ccc(Br)cc2F
2.708050201,Cc1ccc(cc1)S(=O)(=O)NCC(N2CCN(CC2)c3ccccc3F)c4cccnc4
2.708050201,Cc1ccc2oc(nc2c1)c3cccc(NC(=O)C(Cl)(Cl)Cl)c3C
2.708050201,FC(F)(F)c1cccc(NC(=O)C2=Cc3ccccc3OC2=O)c1
2.708050201,COc1ccc(cc1)N=CC2C(=O)N(C(=O)c3ccccc23)c4ccc(OC)cc4
2.708050201,CC1(C)CC2=C(C(C(C#N)C(=N)O2)c3ccc(F)cc3F)C(=O)C1
2.708050201,COc1ccc(cc1[N+](=O)[O-])C(=O)Nc2cccc(c2)c3nc4ccccc4s3
2.708050201,CC(=O)c1ccc(Oc2c(F)c(F)nc(F)c2F)cc1
2.708050201,COCCN1C(=O)C2=C(CC(C)S2)N=C1SCC(=O)Nc3cccc(F)c3
2.708050201,CCCCc1cnc2N(C)C(=O)N(C)C(=O)c2c1SCC#C
2.708050201,Cc1nc2nc(NCc3cccc(Br)c3)nn2c(O)c1C
2.708050201,COc1cccc(c1)C(=O)NC(c2ccc(cc2)[N+](=O)[O-])c3c(O)ccc4ccccc34
2.708050201,CC(=O)c1c(C)n(CCOc2ccc(F)cc2)c3ccccc13
2.708050201,Fc1ccc(NC(=O)C(=O)NCCN2CCOCC2)c(F)c1
2.708050201,CC1=CC=CC2=NC(=CC(=O)N12)CN3C(=O)N(Cc4ccc5OCOc5c4)C(=O)c6ccc(cc36)C(=O)NC7CCCCC7
2.708050201,CCOCc1cc(CN2CCN(CCC(C)C)C(CCO)C2)ccc1OC
2.708050201,COc1ccccc1N2CCN(CC2)C(CNS(=O)(=O)c3ccc(Cl)cc3)c4cccnc4
2.708050201,[O-][N+](=O)c1ccc(cc1)C2N(Cc3ccccc3)CCN2Cc4ccccc4
2.708050201,Cc1cc(O)nc(Nc2nc(C)c3cccc(C)c3n2)n1
2.708050201,CCOC(=O)C1C(NC(=O)N=C1CN(C)c2ccc(F)cc2)c3ccc(Cl)cc3
2.708050201,Oc1ccc(I)cc1\C=C\c2cc(O)c3ccccc3n2
2.708050201,COCCN1\C(=N\C(=O)COc2ccccc2)\Sc3cc(OC)ccc13
2.708050201,CCN(CC)C(=O)c1sc(NC(=O)CCc2ccccc2)c(C(=O)OC(C)C)c1C
2.708050201,CC(C)N1CCN(Cc2ccc(cc2)C#CC(C)(C)O)CC1CCO
2.708050201,COc1ccc2nc(sc2c1)N(Cc3cccnc3)C(=O)CCc4ccccc4
2.708050201,COc1cc2nnc(\C=C\C(=O)C)c(c3oc(C)cc3)c2cc1OC
2.708050201,O=C(CCCN1C(=O)N(Cc2ccc(cc2)C#N)c3ccsc3C1=O)NCc4ccccc4
2.708050201,CCc1ccc(cc1)C2C(C(=O)OC)C(=N)OC3=C2C(=O)CC(C)(C)C3
